代码,名称,2026-05-29_换手,2026-05-29_成交额拥挤,2026-06-01_换手,2026-06-01_成交额拥挤,2026-06-02_换手,2026-06-02_成交额拥挤,2026-06-03_换手,2026-06-03_成交额拥挤,2026-06-04_换手,2026-06-04_成交额拥挤,2026-06-05_换手,2026-06-05_成交额拥挤,2026-06-08_换手,2026-06-08_成交额拥挤,2026-06-09_换手,2026-06-09_成交额拥挤,2026-06-10_换手,2026-06-10_成交额拥挤,2026-06-11_换手,2026-06-11_成交额拥挤,2026-06-12_换手,2026-06-12_成交额拥挤,2026-06-15_换手,2026-06-15_成交额拥挤,2026-06-16_换手,2026-06-16_成交额拥挤,2026-06-17_换手,2026-06-17_成交额拥挤,2026-06-18_换手,2026-06-18_成交额拥挤,2026-06-22_换手,2026-06-22_成交额拥挤,2026-06-23_换手,2026-06-23_成交额拥挤,2026-06-24_换手,2026-06-24_成交额拥挤,2026-06-25_换手,2026-06-25_成交额拥挤,2026-06-26_换手,2026-06-26_成交额拥挤,2026-06-29_换手,2026-06-29_成交额拥挤,2026-06-30_换手,2026-06-30_成交额拥挤,2026-07-01_换手,2026-07-01_成交额拥挤,2026-07-02_换手,2026-07-02_成交额拥挤,2026-07-03_换手,2026-07-03_成交额拥挤,2026-07-06_换手,2026-07-06_成交额拥挤,2026-07-07_换手,2026-07-07_成交额拥挤,2026-07-08_换手,2026-07-08_成交额拥挤,2026-07-09_换手,2026-07-09_成交额拥挤
801722.SI,装修装饰Ⅱ,73.0,26.0,69.0,49.0,82.0,59.0,79.0,43.0,74.0,37.0,60.0,18.0,77.0,18.0,74.0,18.0,64.0,10.0,78.0,30.0,67.0,10.0,71.0,10.0,73.0,10.0,75.0,18.0,72.0,10.0,79.0,6.0,86.0,10.0,82.0,15.0,85.0,22.0,84.0,15.0,78.0,10.0,68.0,6.0,67.0,3.0,63.0,6.0,64.0,6.0,58.0,3.0,62.0,10.0,90.0,23.0,77.0,10.0
801721.SI,房屋建设Ⅱ,79.0,4.0,67.0,1.0,68.0,1.0,66.0,1.0,61.0,1.0,59.0,0.0,62.0,0.0,59.0,0.0,58.0,1.0,61.0,2.0,54.0,1.0,55.0,1.0,52.0,0.0,50.0,0.0,48.0,0.0,62.0,0.0,56.0,0.0,48.0,0.0,47.0,0.0,64.0,0.0,55.0,0.0,57.0,0.0,61.0,0.0,50.0,0.0,42.0,0.0,37.0,0.0,38.0,0.0,48.0,1.0,40.0,0.0
801713.SI,装修建材,68.0,0.0,81.0,5.0,81.0,6.0,77.0,4.0,72.0,5.0,76.0,3.0,87.0,9.0,84.0,10.0,70.0,5.0,75.0,8.0,87.0,8.0,88.0,8.0,94.0,5.0,93.0,6.0,94.0,6.0,96.0,3.0,88.0,3.0,88.0,4.0,85.0,2.0,76.0,0.0,78.0,0.0,79.0,1.0,78.0,0.0,74.0,0.0,66.0,0.0,77.0,0.0,81.0,6.0,73.0,3.0,77.0,2.0
801712.SI,玻璃玻纤,97.0,99.0,93.0,99.0,98.0,100.0,98.0,100.0,95.0,99.0,99.0,100.0,97.0,99.0,99.0,100.0,98.0,100.0,99.0,100.0,99.0,100.0,96.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,98.0,100.0,97.0,100.0,98.0,100.0,93.0,100.0,97.0,100.0,95.0,99.0,90.0,99.0,92.0,100.0,92.0,100.0,83.0,100.0,80.0,100.0,87.0,100.0
801711.SI,水泥,63.0,1.0,56.0,1.0,50.0,0.0,35.0,0.0,33.0,0.0,34.0,0.0,33.0,0.0,23.0,1.0,65.0,1.0,29.0,1.0,49.0,0.0,44.0,1.0,33.0,0.0,46.0,1.0,54.0,1.0,56.0,1.0,50.0,1.0,51.0,1.0,52.0,1.0,43.0,1.0,46.0,1.0,37.0,1.0,53.0,1.0,41.0,1.0,47.0,1.0,49.0,1.0,58.0,1.0,39.0,0.0,35.0,1.0
801231.SI,综合Ⅱ,76.0,17.0,73.0,14.0,70.0,13.0,73.0,9.0,64.0,9.0,71.0,8.0,68.0,7.0,77.0,21.0,78.0,18.0,83.0,18.0,79.0,11.0,73.0,8.0,67.0,8.0,72.0,21.0,67.0,11.0,79.0,11.0,78.0,9.0,78.0,13.0,78.0,9.0,75.0,5.0,74.0,3.0,66.0,2.0,78.0,15.0,76.0,18.0,66.0,8.0,63.0,9.0,59.0,9.0,54.0,8.0,63.0,15.0
801191.SI,多元金融,62.0,2.0,74.0,4.0,66.0,3.0,50.0,1.0,47.0,2.0,51.0,1.0,48.0,2.0,31.0,0.0,45.0,2.0,39.0,2.0,58.0,3.0,63.0,7.0,58.0,2.0,47.0,1.0,49.0,1.0,77.0,6.0,69.0,5.0,52.0,1.0,55.0,1.0,55.0,1.0,44.0,0.0,36.0,0.0,64.0,2.0,49.0,0.0,36.0,0.0,33.0,0.0,33.0,1.0,40.0,4.0,39.0,1.0
801194.SI,保险Ⅱ,78.0,8.0,58.0,3.0,65.0,5.0,58.0,1.0,54.0,1.0,80.0,12.0,68.0,6.0,52.0,3.0,83.0,21.0,78.0,12.0,88.0,22.0,86.0,20.0,71.0,6.0,65.0,3.0,90.0,36.0,95.0,31.0,86.0,17.0,77.0,11.0,89.0,18.0,85.0,15.0,76.0,7.0,76.0,6.0,95.0,29.0,85.0,11.0,74.0,6.0,82.0,13.0,67.0,7.0,54.0,2.0,67.0,3.0
801193.SI,证券Ⅱ,45.0,3.0,26.0,2.0,30.0,2.0,32.0,1.0,29.0,1.0,24.0,0.0,34.0,2.0,16.0,0.0,28.0,2.0,27.0,2.0,63.0,9.0,73.0,25.0,57.0,7.0,40.0,2.0,42.0,2.0,79.0,33.0,83.0,46.0,71.0,25.0,81.0,37.0,73.0,21.0,58.0,11.0,49.0,6.0,79.0,36.0,68.0,18.0,53.0,9.0,48.0,10.0,38.0,11.0,28.0,3.0,43.0,6.0
801785.SI,农商行Ⅱ,22.0,2.0,41.0,8.0,26.0,4.0,24.0,2.0,21.0,4.0,10.0,1.0,16.0,2.0,25.0,4.0,38.0,8.0,16.0,2.0,39.0,4.0,37.0,8.0,20.0,2.0,7.0,1.0,21.0,2.0,23.0,2.0,32.0,5.0,29.0,2.0,8.0,1.0,12.0,0.0,19.0,1.0,15.0,2.0,10.0,1.0,21.0,1.0,12.0,1.0,34.0,5.0,15.0,2.0,19.0,5.0,22.0,2.0
801784.SI,城商行Ⅱ,51.0,16.0,59.0,25.0,48.0,19.0,45.0,10.0,41.0,16.0,34.0,7.0,46.0,19.0,52.0,29.0,66.0,38.0,54.0,27.0,64.0,23.0,61.0,23.0,39.0,10.0,34.0,9.0,56.0,16.0,53.0,12.0,56.0,12.0,50.0,13.0,34.0,7.0,38.0,7.0,44.0,10.0,43.0,16.0,39.0,6.0,50.0,16.0,38.0,9.0,55.0,16.0,39.0,14.0,41.0,14.0,39.0,9.0
801783.SI,股份制银行Ⅱ,74.0,8.0,67.0,3.0,69.0,6.0,61.0,1.0,53.0,1.0,63.0,1.0,67.0,2.0,67.0,2.0,69.0,8.0,57.0,2.0,74.0,6.0,69.0,4.0,41.0,0.0,48.0,0.0,64.0,2.0,66.0,1.0,67.0,2.0,69.0,4.0,59.0,1.0,60.0,1.0,66.0,1.0,63.0,1.0,50.0,0.0,59.0,1.0,54.0,1.0,63.0,2.0,44.0,1.0,44.0,1.0,41.0,0.0
801782.SI,国有大型银行Ⅱ,80.0,14.0,77.0,19.0,77.0,19.0,71.0,6.0,57.0,2.0,77.0,11.0,84.0,41.0,80.0,38.0,83.0,39.0,74.0,21.0,86.0,33.0,87.0,38.0,76.0,11.0,74.0,7.0,86.0,21.0,85.0,12.0,88.0,30.0,85.0,23.0,82.0,9.0,80.0,8.0,83.0,13.0,84.0,17.0,69.0,2.0,79.0,9.0,73.0,6.0,77.0,13.0,81.0,30.0,83.0,35.0,80.0,19.0
801994.SI,教育,36.0,0.0,65.0,1.0,39.0,1.0,28.0,1.0,23.0,0.0,35.0,1.0,28.0,1.0,20.0,0.0,20.0,0.0,40.0,1.0,33.0,0.0,47.0,1.0,39.0,1.0,35.0,1.0,26.0,0.0,39.0,0.0,26.0,0.0,43.0,0.0,40.0,0.0,43.0,0.0,46.0,0.0,45.0,1.0,70.0,2.0,58.0,1.0,36.0,0.0,55.0,1.0,52.0,3.0,32.0,2.0,40.0,1.0
801993.SI,旅游及景区,70.0,3.0,61.0,2.0,59.0,3.0,58.0,1.0,53.0,1.0,62.0,2.0,67.0,3.0,56.0,2.0,82.0,12.0,76.0,7.0,78.0,6.0,67.0,3.0,59.0,1.0,63.0,2.0,55.0,0.0,66.0,1.0,62.0,1.0,61.0,1.0,53.0,0.0,53.0,0.0,60.0,0.0,50.0,0.0,58.0,0.0,51.0,0.0,45.0,0.0,52.0,1.0,48.0,1.0,74.0,8.0,75.0,5.0
801219.SI,酒店餐饮,55.0,1.0,46.0,1.0,45.0,1.0,41.0,0.0,38.0,0.0,39.0,0.0,41.0,1.0,33.0,0.0,36.0,1.0,36.0,0.0,47.0,1.0,43.0,1.0,26.0,0.0,33.0,0.0,28.0,0.0,50.0,0.0,58.0,1.0,47.0,0.0,40.0,0.0,41.0,0.0,49.0,0.0,33.0,0.0,57.0,1.0,60.0,1.0,38.0,1.0,36.0,1.0,32.0,1.0,46.0,2.0,39.0,1.0
801218.SI,专业服务,81.0,71.0,77.0,75.0,65.0,52.0,72.0,57.0,69.0,62.0,75.0,66.0,72.0,66.0,65.0,66.0,68.0,66.0,64.0,66.0,78.0,71.0,74.0,71.0,78.0,75.0,75.0,71.0,71.0,66.0,77.0,71.0,64.0,57.0,66.0,66.0,70.0,62.0,68.0,62.0,68.0,57.0,61.0,57.0,69.0,66.0,69.0,66.0,57.0,57.0,53.0,57.0,53.0,66.0,54.0,62.0,64.0,57.0
801216.SI,体育Ⅱ,93.0,68.0,94.0,79.0,89.0,46.0,95.0,68.0,87.0,46.0,89.0,47.0,93.0,69.0,88.0,47.0,96.0,81.0,95.0,69.0,92.0,47.0,88.0,17.0,86.0,18.0,92.0,19.0,89.0,20.0,90.0,21.0,90.0,22.0,90.0,23.0,83.0,1.0,80.0,2.0,80.0,4.0,78.0,5.0,79.0,6.0,84.0,7.0,88.0,29.0,81.0,8.0,66.0,9.0,52.0,10.0,56.0,11.0
801207.SI,旅游零售Ⅱ,99.0,100.0,94.0,95.0,89.0,93.0,85.0,72.0,83.0,72.0,93.0,93.0,94.0,96.0,89.0,90.0,89.0,90.0,82.0,81.0,89.0,81.0,82.0,67.0,73.0,52.0,87.0,82.0,81.0,52.0,91.0,75.0,86.0,67.0,76.0,35.0,83.0,52.0,80.0,36.0,88.0,68.0,73.0,10.0,87.0,53.0,82.0,36.0,76.0,11.0,73.0,12.0,78.0,55.0,74.0,38.0,73.0,13.0
801206.SI,互联网电商,74.0,3.0,84.0,10.0,73.0,6.0,62.0,2.0,50.0,1.0,52.0,0.0,57.0,1.0,62.0,2.0,50.0,1.0,52.0,1.0,58.0,1.0,61.0,1.0,62.0,1.0,61.0,1.0,58.0,1.0,76.0,1.0,68.0,2.0,63.0,1.0,67.0,1.0,67.0,1.0,72.0,1.0,68.0,3.0,70.0,1.0,81.0,6.0,65.0,4.0,59.0,2.0,43.0,1.0,47.0,1.0,54.0,1.0
801204.SI,专业连锁Ⅱ,53.0,2.0,60.0,4.0,42.0,2.0,55.0,5.0,55.0,5.0,47.0,0.0,53.0,2.0,62.0,5.0,44.0,2.0,50.0,5.0,41.0,2.0,44.0,2.0,35.0,0.0,41.0,0.0,35.0,0.0,48.0,0.0,40.0,0.0,38.0,0.0,49.0,0.0,48.0,0.0,49.0,0.0,40.0,0.0,50.0,0.0,42.0,0.0,35.0,0.0,21.0,0.0,14.0,0.0,16.0,0.0,22.0,0.0
801203.SI,一般零售,89.0,20.0,91.0,29.0,87.0,21.0,83.0,13.0,79.0,13.0,86.0,15.0,84.0,17.0,79.0,13.0,74.0,10.0,66.0,7.0,74.0,6.0,75.0,7.0,70.0,7.0,70.0,6.0,69.0,5.0,75.0,4.0,71.0,4.0,74.0,5.0,67.0,3.0,68.0,3.0,71.0,4.0,61.0,3.0,74.0,5.0,76.0,8.0,65.0,5.0,54.0,3.0,53.0,3.0,44.0,3.0,52.0,3.0
801202.SI,贸易Ⅱ,79.0,2.0,78.0,2.0,78.0,2.0,73.0,2.0,82.0,4.0,84.0,7.0,90.0,11.0,80.0,4.0,80.0,4.0,81.0,7.0,76.0,2.0,85.0,7.0,77.0,4.0,84.0,2.0,76.0,1.0,77.0,1.0,75.0,1.0,67.0,0.0,78.0,1.0,79.0,2.0,72.0,1.0,56.0,0.0,70.0,0.0,75.0,1.0,73.0,0.0,81.0,1.0,69.0,0.0,62.0,0.0,65.0,0.0
801183.SI,房地产服务,90.0,31.0,81.0,20.0,71.0,10.0,70.0,3.0,63.0,3.0,66.0,3.0,72.0,10.0,62.0,4.0,41.0,4.0,53.0,4.0,61.0,4.0,65.0,4.0,58.0,4.0,54.0,1.0,51.0,1.0,63.0,1.0,66.0,4.0,68.0,4.0,76.0,4.0,70.0,4.0,66.0,1.0,47.0,1.0,77.0,4.0,70.0,4.0,68.0,4.0,54.0,1.0,45.0,1.0,39.0,1.0,42.0,1.0
801181.SI,房地产开发,88.0,4.0,87.0,3.0,79.0,2.0,83.0,2.0,81.0,2.0,82.0,2.0,84.0,3.0,83.0,4.0,77.0,1.0,77.0,3.0,83.0,2.0,77.0,1.0,71.0,1.0,76.0,1.0,75.0,1.0,79.0,1.0,75.0,0.0,76.0,1.0,74.0,1.0,74.0,1.0,75.0,1.0,66.0,0.0,78.0,3.0,73.0,1.0,68.0,3.0,67.0,2.0,64.0,3.0,55.0,3.0,60.0,1.0
801992.SI,航运港口,59.0,17.0,71.0,40.0,66.0,29.0,67.0,27.0,66.0,24.0,67.0,22.0,76.0,31.0,61.0,17.0,61.0,17.0,55.0,15.0,70.0,34.0,74.0,9.0,80.0,52.0,69.0,37.0,62.0,22.0,67.0,25.0,67.0,34.0,67.0,27.0,69.0,39.0,64.0,22.0,60.0,13.0,53.0,10.0,65.0,10.0,59.0,7.0,58.0,15.0,57.0,21.0,54.0,25.0,51.0,15.0,45.0,5.0
801991.SI,航空机场,80.0,13.0,68.0,8.0,69.0,8.0,73.0,7.0,59.0,2.0,60.0,1.0,80.0,10.0,63.0,4.0,63.0,2.0,63.0,4.0,88.0,24.0,89.0,31.0,67.0,4.0,64.0,2.0,73.0,4.0,69.0,1.0,59.0,0.0,64.0,1.0,88.0,20.0,72.0,2.0,68.0,1.0,74.0,5.0,72.0,1.0,62.0,1.0,58.0,0.0,60.0,2.0,54.0,3.0,51.0,2.0,60.0,2.0
801179.SI,铁路公路,64.0,3.0,62.0,4.0,58.0,4.0,52.0,2.0,48.0,2.0,58.0,1.0,58.0,3.0,51.0,2.0,54.0,3.0,48.0,3.0,68.0,3.0,56.0,4.0,43.0,2.0,43.0,1.0,42.0,0.0,51.0,0.0,49.0,0.0,46.0,0.0,35.0,0.0,38.0,0.0,43.0,0.0,31.0,0.0,42.0,0.0,47.0,0.0,37.0,0.0,51.0,1.0,49.0,1.0,39.0,1.0,42.0,1.0
801178.SI,物流,46.0,2.0,48.0,3.0,38.0,2.0,43.0,2.0,36.0,2.0,40.0,1.0,42.0,2.0,31.0,1.0,29.0,1.0,27.0,0.0,38.0,1.0,42.0,3.0,38.0,2.0,29.0,0.0,35.0,1.0,53.0,1.0,39.0,1.0,35.0,1.0,36.0,1.0,40.0,1.0,47.0,1.0,45.0,3.0,73.0,5.0,67.0,8.0,56.0,5.0,56.0,6.0,39.0,4.0,34.0,3.0,36.0,3.0
801163.SI,燃气Ⅱ,77.0,27.0,96.0,59.0,98.0,49.0,98.0,41.0,96.0,37.0,96.0,37.0,98.0,46.0,94.0,41.0,92.0,56.0,91.0,61.0,92.0,53.0,92.0,49.0,85.0,41.0,97.0,46.0,93.0,37.0,79.0,41.0,81.0,53.0,72.0,41.0,75.0,37.0,75.0,32.0,79.0,50.0,75.0,53.0,78.0,56.0,71.0,46.0,69.0,50.0,62.0,37.0,64.0,53.0,56.0,46.0,61.0,46.0
801161.SI,电力,100.0,97.0,100.0,99.0,100.0,98.0,100.0,97.0,99.0,97.0,99.0,95.0,97.0,90.0,96.0,89.0,96.0,87.0,93.0,83.0,95.0,78.0,93.0,78.0,93.0,78.0,93.0,78.0,96.0,79.0,92.0,62.0,90.0,55.0,90.0,56.0,89.0,48.0,91.0,55.0,89.0,45.0,83.0,37.0,88.0,36.0,90.0,53.0,83.0,34.0,80.0,32.0,77.0,47.0,68.0,35.0,76.0,32.0
801156.SI,医疗服务,70.0,49.0,63.0,50.0,62.0,47.0,59.0,44.0,51.0,44.0,56.0,44.0,63.0,47.0,51.0,50.0,51.0,48.0,46.0,45.0,67.0,50.0,61.0,45.0,48.0,41.0,45.0,41.0,70.0,50.0,78.0,49.0,84.0,54.0,88.0,73.0,86.0,61.0,81.0,56.0,93.0,78.0,91.0,71.0,95.0,79.0,93.0,72.0,90.0,68.0,95.0,86.0,91.0,80.0,87.0,69.0,88.0,65.0
801153.SI,医疗器械,53.0,40.0,46.0,47.0,40.0,42.0,41.0,33.0,33.0,34.0,41.0,34.0,45.0,38.0,35.0,35.0,33.0,30.0,33.0,36.0,54.0,39.0,49.0,30.0,44.0,36.0,40.0,30.0,51.0,34.0,63.0,35.0,63.0,37.0,66.0,38.0,64.0,35.0,54.0,28.0,72.0,45.0,62.0,40.0,73.0,39.0,68.0,43.0,60.0,40.0,65.0,49.0,50.0,45.0,35.0,38.0,42.0,31.0
801154.SI,医药商业,76.0,1.0,73.0,1.0,60.0,0.0,62.0,0.0,57.0,0.0,60.0,0.0,65.0,0.0,52.0,0.0,51.0,0.0,48.0,0.0,59.0,0.0,54.0,0.0,52.0,0.0,47.0,0.0,51.0,0.0,65.0,0.0,80.0,1.0,83.0,1.0,75.0,0.0,63.0,0.0,75.0,0.0,62.0,0.0,72.0,1.0,68.0,1.0,66.0,1.0,66.0,1.0,61.0,1.0,55.0,1.0,65.0,1.0
801152.SI,生物制品,76.0,3.0,70.0,4.0,58.0,1.0,66.0,0.0,61.0,1.0,57.0,0.0,61.0,0.0,43.0,0.0,48.0,0.0,44.0,0.0,71.0,3.0,62.0,1.0,52.0,0.0,49.0,0.0,68.0,1.0,76.0,0.0,85.0,3.0,80.0,3.0,78.0,1.0,68.0,0.0,94.0,9.0,87.0,5.0,95.0,11.0,90.0,8.0,85.0,9.0,93.0,17.0,82.0,13.0,75.0,8.0,74.0,3.0
801155.SI,中药Ⅱ,58.0,1.0,52.0,1.0,42.0,1.0,38.0,0.0,30.0,0.0,36.0,0.0,41.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,42.0,0.0,49.0,0.0,38.0,0.0,33.0,0.0,55.0,0.0,70.0,0.0,70.0,1.0,63.0,1.0,57.0,0.0,54.0,0.0,71.0,2.0,65.0,1.0,73.0,1.0,69.0,1.0,68.0,1.0,69.0,2.0,51.0,2.0,48.0,1.0,62.0,1.0
801151.SI,化学制药,71.0,7.0,65.0,7.0,57.0,2.0,53.0,0.0,48.0,1.0,59.0,1.0,61.0,1.0,50.0,1.0,45.0,1.0,44.0,0.0,62.0,1.0,61.0,1.0,54.0,0.0,49.0,0.0,62.0,2.0,74.0,2.0,86.0,14.0,86.0,20.0,82.0,7.0,76.0,2.0,92.0,37.0,87.0,23.0,94.0,45.0,94.0,55.0,93.0,63.0,97.0,83.0,88.0,71.0,82.0,53.0,83.0,38.0
801145.SI,文娱用品,73.0,53.0,76.0,59.0,73.0,53.0,72.0,46.0,63.0,46.0,71.0,39.0,66.0,39.0,65.0,39.0,66.0,53.0,62.0,39.0,60.0,24.0,59.0,31.0,55.0,24.0,62.0,46.0,54.0,24.0,59.0,18.0,54.0,18.0,52.0,18.0,51.0,14.0,46.0,14.0,54.0,18.0,44.0,14.0,53.0,14.0,52.0,14.0,52.0,14.0,47.0,18.0,41.0,18.0,31.0,14.0,34.0,14.0
801142.SI,家居用品,77.0,1.0,74.0,1.0,68.0,1.0,70.0,0.0,64.0,0.0,72.0,0.0,73.0,2.0,57.0,0.0,57.0,0.0,61.0,0.0,72.0,0.0,71.0,0.0,69.0,0.0,65.0,0.0,74.0,0.0,79.0,0.0,75.0,0.0,75.0,0.0,73.0,0.0,78.0,0.0,75.0,0.0,61.0,0.0,75.0,0.0,80.0,1.0,81.0,1.0,68.0,0.0,63.0,1.0,65.0,1.0,69.0,0.0
801141.SI,包装印刷,69.0,6.0,68.0,4.0,72.0,8.0,74.0,6.0,72.0,9.0,81.0,32.0,76.0,23.0,70.0,28.0,75.0,30.0,74.0,34.0,74.0,9.0,72.0,11.0,66.0,4.0,80.0,16.0,77.0,11.0,83.0,8.0,82.0,10.0,78.0,8.0,77.0,4.0,77.0,6.0,83.0,14.0,78.0,8.0,79.0,5.0,76.0,5.0,68.0,2.0,62.0,2.0,59.0,4.0,51.0,1.0,53.0,1.0
801143.SI,造纸,84.0,1.0,78.0,1.0,83.0,5.0,80.0,3.0,78.0,5.0,78.0,2.0,78.0,2.0,73.0,3.0,67.0,2.0,64.0,1.0,80.0,2.0,73.0,2.0,64.0,0.0,67.0,0.0,69.0,0.0,77.0,0.0,79.0,0.0,77.0,0.0,74.0,0.0,68.0,0.0,74.0,0.0,64.0,0.0,76.0,0.0,75.0,0.0,81.0,1.0,84.0,2.0,73.0,1.0,76.0,1.0,75.0,1.0
801133.SI,饰品,49.0,1.0,48.0,3.0,36.0,1.0,36.0,0.0,47.0,1.0,55.0,1.0,52.0,1.0,43.0,1.0,39.0,0.0,35.0,1.0,57.0,1.0,56.0,3.0,43.0,1.0,35.0,0.0,24.0,0.0,49.0,0.0,43.0,0.0,37.0,0.0,39.0,0.0,40.0,0.0,48.0,0.0,48.0,0.0,68.0,2.0,74.0,4.0,79.0,11.0,72.0,7.0,51.0,2.0,44.0,2.0,54.0,2.0
801132.SI,服装家纺,66.0,0.0,75.0,1.0,71.0,1.0,70.0,0.0,63.0,1.0,61.0,0.0,69.0,1.0,58.0,0.0,53.0,0.0,48.0,1.0,56.0,0.0,66.0,4.0,68.0,2.0,67.0,1.0,70.0,1.0,79.0,1.0,71.0,1.0,73.0,2.0,71.0,0.0,71.0,0.0,69.0,0.0,59.0,0.0,72.0,0.0,65.0,0.0,68.0,1.0,56.0,1.0,49.0,1.0,57.0,2.0,52.0,0.0
801131.SI,纺织制造,80.0,2.0,72.0,2.0,74.0,2.0,66.0,0.0,65.0,1.0,60.0,0.0,62.0,0.0,51.0,0.0,48.0,0.0,47.0,0.0,60.0,0.0,71.0,2.0,65.0,1.0,73.0,4.0,78.0,2.0,73.0,1.0,75.0,1.0,71.0,4.0,70.0,1.0,72.0,2.0,84.0,8.0,70.0,1.0,81.0,4.0,85.0,8.0,90.0,17.0,84.0,8.0,75.0,8.0,67.0,4.0,74.0,4.0
801129.SI,调味发酵品Ⅱ,78.0,16.0,74.0,16.0,70.0,26.0,57.0,6.0,44.0,4.0,68.0,16.0,72.0,27.0,71.0,46.0,65.0,35.0,67.0,43.0,73.0,27.0,70.0,23.0,62.0,16.0,48.0,11.0,63.0,31.0,70.0,23.0,72.0,31.0,64.0,31.0,62.0,11.0,70.0,19.0,74.0,19.0,60.0,11.0,75.0,13.0,67.0,13.0,62.0,11.0,54.0,6.0,50.0,8.0,44.0,6.0,55.0,6.0
801128.SI,休闲食品,69.0,29.0,66.0,31.0,59.0,29.0,62.0,26.0,67.0,29.0,60.0,24.0,52.0,24.0,43.0,20.0,44.0,20.0,60.0,26.0,54.0,20.0,60.0,24.0,56.0,24.0,59.0,24.0,57.0,20.0,59.0,16.0,54.0,20.0,46.0,16.0,50.0,16.0,49.0,16.0,61.0,20.0,53.0,16.0,48.0,16.0,55.0,20.0,39.0,16.0,43.0,16.0,40.0,16.0,29.0,16.0,36.0,16.0
