排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
1,801178.SI,物流,88.8,93.8,90.8,80.8,41.7
2,801193.SI,证券Ⅱ,85.3,83.1,99.2,71.5,67.0
3,801881.SI,摩托车及其他,83.9,94.6,77.7,78.5,74.2
4,801992.SI,航运港口,80.8,70.8,86.9,85.4,24.5
5,801155.SI,中药Ⅱ,80.3,90.0,95.4,51.5,46.9
6,801132.SI,服装家纺,79.2,86.2,71.5,80.0,41.8
7,801154.SI,医药商业,79.1,88.5,90.0,55.4,34.0
8,801744.SI,航海装备Ⅱ,78.8,99.2,92.3,39.2,49.5
9,801785.SI,农商行Ⅱ,78.7,76.9,65.4,96.2,28.6
10,801981.SI,个护用品,78.7,72.3,80.8,83.8,55.6
11,801014.SI,饲料,78.0,95.4,93.1,40.0,74.0
12,801128.SI,休闲食品,77.8,80.8,67.7,86.2,43.9
13,801153.SI,医疗器械,75.2,74.6,91.5,56.9,55.9
14,801124.SI,食品加工,75.1,67.7,82.3,75.4,39.6
15,801764.SI,游戏Ⅱ,74.2,62.3,79.2,82.3,71.3
16,801096.SI,商用车,73.6,63.1,84.6,73.1,32.5
17,801017.SI,养殖业,73.1,98.5,98.5,13.8,46.6
18,801129.SI,调味发酵品Ⅱ,72.7,70.0,76.9,70.8,30.4
19,801111.SI,白色家电,72.1,84.6,88.5,38.5,64.3
20,801018.SI,动物保健Ⅱ,71.3,97.7,96.9,10.8,41.8
21,801133.SI,饰品,71.2,85.4,78.5,46.2,55.1
22,801012.SI,农产品加工,70.7,56.9,60.0,99.2,47.3
23,801219.SI,酒店餐饮,70.3,68.5,49.2,96.9,39.1
24,801152.SI,生物制品,69.7,96.9,97.7,5.4,62.6
25,801983.SI,医疗美容,69.5,20.8,100.0,90.8,34.4
26,801151.SI,化学制药,68.9,100.0,96.2,0.8,59.6
27,801191.SI,多元金融,68.8,58.5,56.2,95.4,46.6
28,801179.SI,铁路公路,68.1,73.1,61.5,70.0,35.6
29,801126.SI,非白酒,67.9,71.5,45.4,90.0,39.0
30,801015.SI,渔业,67.8,66.2,47.7,93.1,41.6
31,801206.SI,互联网电商,66.7,41.5,73.1,88.5,67.3
32,801993.SI,旅游及景区,66.6,59.2,63.1,79.2,45.2
33,801156.SI,医疗服务,66.6,92.3,94.6,3.8,65.0
34,801784.SI,城商行Ⅱ,65.0,80.0,39.2,77.7,40.1
35,801163.SI,燃气Ⅱ,64.5,73.8,57.7,61.5,44.6
36,801116.SI,家电零部件Ⅱ,64.0,87.7,85.4,11.5,54.6
37,801093.SI,汽车零部件,63.7,90.8,62.3,33.8,46.4
38,801131.SI,纺织制造,63.4,82.3,83.8,17.7,39.3
39,801963.SI,炼化及贸易,63.3,89.2,64.6,31.5,42.0
40,801077.SI,工程机械,63.3,86.9,76.2,20.8,42.0
41,801731.SI,电机Ⅱ,62.6,93.1,74.6,13.1,45.9
42,801045.SI,特钢Ⅱ,62.6,54.6,53.1,83.1,54.7
43,801982.SI,化妆品,62.1,79.2,70.0,33.1,51.5
44,801194.SI,保险Ⅱ,62.0,66.9,89.2,24.6,56.8
45,801143.SI,造纸,61.5,78.5,81.5,18.5,42.4
46,801142.SI,家居用品,61.4,60.8,69.2,53.1,47.4
47,801741.SI,航天装备Ⅱ,61.1,77.7,86.2,12.3,70.7
48,801038.SI,农化制品,60.5,52.3,68.5,60.8,31.9
49,801113.SI,小家电,60.3,76.2,40.8,64.6,56.3
50,801994.SI,教育,60.2,65.4,50.0,66.2,49.4
51,801053.SI,贵金属,60.0,96.2,73.8,1.5,30.7
52,801951.SI,煤炭开采,59.6,91.5,48.5,35.4,34.7
53,801127.SI,饮料乳品,59.5,69.2,41.5,69.2,39.7
54,801769.SI,出版,59.4,42.3,43.1,98.5,33.1
55,801044.SI,普钢,58.9,38.5,55.4,86.9,36.8
56,801114.SI,厨卫电器,58.3,64.6,72.3,34.6,52.7
57,801019.SI,农业综合Ⅱ,57.6,5.4,80.0,92.3,58.0
58,801711.SI,水泥,54.7,56.2,36.9,73.8,45.2
59,801092.SI,汽车服务,54.0,26.2,66.2,72.3,36.2
60,801231.SI,综合Ⅱ,54.0,81.5,21.5,60.0,60.7
61,801101.SI,计算机设备,53.4,45.4,34.6,84.6,62.5
62,801745.SI,军工电子Ⅱ,53.3,63.8,75.4,15.4,73.5
63,801722.SI,装修装饰Ⅱ,52.9,32.3,43.8,87.7,64.7
64,801766.SI,影视院线,52.5,49.2,58.5,49.2,45.2
65,801783.SI,股份制银行Ⅱ,52.5,75.4,24.6,58.5,39.1
66,801203.SI,一般零售,51.8,61.5,29.2,66.9,43.7
67,801076.SI,轨交设备Ⅱ,51.1,43.8,46.2,65.4,52.3
68,801971.SI,环境治理,50.8,55.4,46.9,50.0,49.9
69,801721.SI,房屋建设Ⅱ,50.6,60.0,0.8,97.7,42.5
70,801117.SI,其他家电Ⅱ,50.2,11.5,51.5,93.8,34.1
71,801183.SI,房地产服务,49.7,44.6,20.8,89.2,33.5
72,801037.SI,橡胶,49.3,34.6,83.1,26.9,61.5
73,801125.SI,白酒Ⅱ,49.0,47.7,22.3,81.5,37.8
74,801742.SI,航空装备Ⅱ,47.9,35.4,54.6,54.6,67.8
75,801033.SI,化学原料,47.1,40.0,53.8,47.7,56.8
76,801112.SI,黑色家电,47.0,50.8,66.9,19.2,67.9
77,801218.SI,专业服务,46.3,37.7,40.0,63.8,76.0
78,801723.SI,基础建设,46.2,46.2,36.2,57.7,41.7
79,801991.SI,航空机场,45.9,48.5,28.5,63.1,61.3
80,801961.SI,油气开采Ⅱ,45.3,53.1,31.5,52.3,52.8
81,801095.SI,乘用车,45.2,83.8,9.2,42.3,44.0
82,801081.SI,半导体,45.2,30.0,93.8,6.2,69.8
83,801145.SI,文娱用品,45.0,57.7,6.9,74.6,51.6
84,801074.SI,专用设备,44.3,46.9,59.2,23.8,53.6
85,801072.SI,通用设备,44.2,51.5,70.8,4.6,61.6
86,801181.SI,房地产开发,43.9,53.8,25.4,53.8,45.1
87,801726.SI,工程咨询服务Ⅱ,43.1,43.1,38.5,48.5,67.5
88,801204.SI,专业连锁Ⅱ,42.5,30.8,12.3,91.5,56.6
89,801034.SI,化学制品,41.7,39.2,60.8,22.3,61.2
90,801952.SI,焦炭Ⅱ,41.5,31.5,1.5,100.0,43.8
91,801743.SI,地面兵装Ⅱ,40.5,28.5,52.3,40.8,46.4
92,801016.SI,种植业,39.6,33.1,14.6,76.2,33.4
93,801995.SI,电视广播Ⅱ,38.6,24.6,4.6,94.6,44.4
94,801103.SI,IT服务Ⅱ,37.9,26.9,15.4,76.9,65.5
95,801724.SI,专业工程,37.1,25.4,32.3,56.2,57.3
96,801962.SI,油服工程,36.1,36.2,16.2,59.2,45.2
97,801141.SI,包装印刷,35.3,13.8,33.8,62.3,60.8
98,801086.SI,电子化学品Ⅱ,33.9,9.2,87.7,0.0,71.1
99,801736.SI,风电设备,33.7,33.8,26.9,41.5,56.0
100,801104.SI,软件开发,32.9,22.3,13.1,68.5,61.5
101,801713.SI,装修建材,32.6,36.9,23.8,37.7,49.4
102,801085.SI,消费电子,32.2,8.5,44.6,45.4,60.2
103,801055.SI,工业金属,31.6,50.0,13.8,30.8,39.3
104,801043.SI,冶钢原料,30.8,21.5,8.5,67.7,56.5
105,801078.SI,自动化设备,30.8,17.7,63.8,7.7,66.1
106,801082.SI,其他电子Ⅱ,27.3,19.2,50.8,9.2,69.4
107,801972.SI,环保设备Ⅱ,27.2,23.1,23.1,36.9,52.4
108,801032.SI,化学纤维,27.0,23.8,30.8,26.2,39.6
109,801036.SI,塑料,26.6,13.1,56.9,6.9,47.9
110,801223.SI,通信服务,25.8,29.2,26.2,21.5,52.3
111,801782.SI,国有大型银行Ⅱ,25.1,40.8,0.0,36.2,46.4
112,801733.SI,其他电源设备Ⅱ,24.8,16.2,17.7,43.1,43.2
113,801056.SI,能源金属,24.1,6.9,42.3,23.1,50.9
114,801737.SI,电池,23.9,16.9,27.7,27.7,49.5
115,801051.SI,金属新材料,23.7,15.4,37.7,16.9,64.4
116,801735.SI,光伏设备,22.8,3.1,18.5,50.8,59.2
117,801115.SI,照明设备Ⅱ,21.8,4.6,30.0,32.3,36.5
118,801161.SI,电力,20.9,27.7,6.2,30.0,30.9
119,801202.SI,贸易Ⅱ,20.5,20.0,16.9,25.4,45.5
120,801765.SI,广告营销,19.5,7.7,7.7,46.9,50.7
121,801207.SI,旅游零售Ⅱ,19.1,14.6,2.3,43.8,23.4
122,801738.SI,电网设备,19.0,18.5,10.8,29.2,38.2
123,801054.SI,小金属,15.9,3.8,33.1,10.0,64.4
124,801084.SI,光学光电子,15.5,6.2,35.4,3.1,69.4
125,801011.SI,林业Ⅱ,15.0,1.5,3.1,44.6,39.2
126,801216.SI,体育Ⅱ,14.2,12.3,3.8,28.5,37.2
127,801712.SI,玻璃玻纤,12.8,10.0,19.2,8.5,70.0
128,801767.SI,数字媒体,10.5,10.8,5.4,16.2,35.7
129,801102.SI,通信设备,9.5,0.0,10.0,20.0,49.7
130,801039.SI,非金属材料Ⅱ,8.7,0.8,11.5,14.6,43.1
131,801083.SI,元件,8.5,2.3,20.0,2.3,62.0
